#Frame            All     All[Max]
    1024      24.9261      37.6466
    1025      24.8916      37.8686
    1026      24.8717      38.2905
    1027      24.8341      38.0162
    1028      24.7199      37.9460
    1029      24.9029      38.5556
    1030      24.7308      38.0901
    1031      24.8177      37.9403
    1032      24.8655      38.2089
    1033      24.8622      37.8660
    1034      24.8316      37.4390
    1035      24.8444      38.1770
    1036      24.6639      37.9472
    1037      24.8495      38.5341
    1038      24.8672      38.3568
    1039      24.7700      38.1775
    1040      24.6771      37.9882
    1041      24.7398      37.8353
    1042      24.7921      38.2530
    1043      24.6515      38.4951
    1044      24.5990      38.4029
    1045      24.5682      38.2818
    1046      24.5199      38.6280
    1047      24.5005      38.3266
    1048      24.3974      37.7666
    1049      24.3990      37.7446
    1050      24.4644      37.7791
    1051      24.5313      38.1883
    1052      24.7098      38.5673
    1053      24.3615      38.0489
    1054      24.5341      38.1591
    1055      24.3041      37.8889
    1056      24.1072      37.7298
    1057      24.0662      37.8820
    1058      24.2794      38.2165
    1059      24.0713      38.0293
    1060      23.8742      37.2900
    1061      23.8616      37.7380
    1062      24.2015      38.4182
    1063      24.2136      38.0331
